가고일스, gargoyles
컬리플라워, cauliflower
컬처노믹스, culturenomics
컬트, cult
컬티베이터, cultivator
컴, COM
컴, come
컴덱스, COMDEX
컴디드, combed
컴바인드, combined
컴백, comeback
컴백커, comebacker
컴뱃, combat
컴스펙, ComSpec
컴트레이드, COMTRADE
케이던스, cadence
컴파일, compile
컴패터블, compatible
컴팬더, compander
컴퍼스, compasses
컴퍼터블, comfortable
컴펄서리, compulsory
컴페터티브, competitive
컴포지션, composition
컴포트, comfort
저널, Journal
애니메이티드, animated
제너레이티드, generated
텔레포니, telephony
홀로그램, hologram
컴퓨토피아, computopia
컴프레셔, compressor
컴프리, comfrey
컴프시에어지, compcierge
컴플레인, complain
컴플렉스, complex
컴플리트, complete
컴피티션, competition
컴필레이션, compilation
컵케이크, cupcake
컵케익, cupcake
어크로스, across
핑거드, fingered
컷다운, cutdown
컷오프, cutoff
오프스, offs
컷워크, cutwork
케겔, kegel
케나프, kenaf
케노디올, chenodiol
케노트론, kenotron
케라신, kerasin
케라토사우루스, ceratosaurus
케라토하이알린, keratohyalin
케라티나아제, keratinase
케라티노솜, keratinosome
케라틴, keratin
케로겐, kerogen
케르세틴, quercetin
케리, kerry
케링, carrying
케만체, kemanche
케모덱토마, chemodectoma
케모스타트, chemostat
케모카인, chemokine
케모포비아, chemophobia
케미그라운드, chemiground
프리스트레스, prestress
케미포비아, chemophobia
케밥, kebab
케베마이신, quebemycin
케부존, kebuzone
케스타, cuesta
케스토스, kestos
케실, kessyl
케어, CARE
케어러니안, charonian
케어리스니스, carelessness
그리드, Grid
무크, MOOC
코로나미터, coronameter
케이더블유아이시, KWIC
케이드, cade
케이디, KD
케이디아이, KDI
케이디엑스, KDX
케이디피, KDP
케이브이에이, KVA
케이브이엠, KVM
케이브이엠에프, KVMF
매처, matcher
셋백, setback
킹크, kink
텐션미터, tensionmeter
트로프, trough
케이블그램, cablegram
케이비에스, KBS
케이비에이, KBA
케이비엘, KBL
케이비오, KBO
케이비피아이, KBPI
케이비피에스, KBPS
케이삼, KSAM
인센시티브, insensitive
케이스, CASE
케이스먼트, casement
케이스메이트, casemate
케이스워커, caseworker
케이스워크, casework
케이스타, KSTAR
케이슬라이더, kslider
케이시, KC
케이시비티, KCBT
케이시에스, KCS
케이시에스아이, KCSI
케이시지에프, KCGF
케이시티시, KCTC
케이싱헤드, casinghead
케이아르, KR
케이아르, kr
케이아이, ki
케이아이디아이, KIDI
케이아이시, KIC
케이아이에스, KIS
케이아이에스에스, KISS
케이아이에스티, KIST
케이아이에프, KIF
케이아이엔, KIN
케이아이엔디, KIND
케이아이엔에스, KINS
케이아이이티, KIET
케이아이케이오, KIKO
케이아이피아이, KIPI
케이아이피에스, kips
케이에스, KS
케이에스디, KSD
케이에스아이, KSI
케이에스에스큐아이, KSSQI
케이에스에이치, KSh
케이에스이, KSE
케이에스티에이, KSTA
케이에스피, KSP
케이에이아이, KAI
케이에이아이티, KAIT
케이에이에스, KAS
케이에이에스비, KASB
케이에이에이, KAA
케이에이엠시, KAMC
케이에이이에이, KAEA
케이에이치에프, KHF
케이에이티알아이, KATRI
케이에프아이, KFI
케이에프에스, KFS
케이에프에이, KFA
케이에프, KF
케이엔피에스, KNPS
케이엘오시, KLOC
케이엠에스, KMS
케이엠에이, KMA
케이오디아이, KODI
케이오비에이시오, KOBACO
케이오아이시에이, KOICA
케이오에프이엑스, KOFEX
케이오엔티아르에스, KONTRS
케이오지아이, KOGI
케이오티아르에이, KOTRA
케이유, Ku
케이유비, KUB
케이이아이에스, KEIS
케이지비, KGB
케이지에이, KGA
케이징, caging
케이케이케이, KKK
케이콘, KCON
케이큐엠엘, KQML
케이크워크, cakewalk
케이킹, caking
케이터링, catering
케이티, KT
케이티비아이, KTBi
케이티시, KTC
케이티아이시, KTIC
케이티알, KTR
케이티에이, KTA
케이티엑스, KTX
케이티피, KTP
케이퍼, caper
케이폭, kapok
케이폰, capon
케이프스킨, capeskin
케이피, KP
케이피아이, KPI
케이피유, KPU
케인시안, Keynesian
케일, kale
케임브릭, cambric
케잌, cake
케찹, ketchup
케첩, ketchup
케치, ketch
케치논, cathinone
케타민, ketamine
케타조신, ktazocine
케텐, ketene
케토로락, ketorolac
케토베미돈, ketobemidone
케토사이클라조신, ketocyclazocine
케토스, ketose
케토스테로이드, ketosteroid
케토시스, ketosis
케토오스, ketose
케토제닉, ketogenic
케토코나졸, ketoconazole
케토페닐부타존, ketophenylbutazone
케토펜토오스, ketopentose
케토프로펜, ketoprofen
케토헥소스, ketohexose
케토헥소오스, ketohexose
케톨, ketol
케트, ket
케틀드럼, kettledrum
켄도, kendo
켄디다, candida
켄치아나, Gentian
켄테, kente
켈로이드, keloid
켈리, kelly
켈린, khellin
켈림, kelim
켈빈, kelvin
켈프, kelp
켐프, kemp
켐피, kempy
켓, ket
코가조신, cogazocine
코고, COGO
코깅, cogging
코나, kona
코나투스, conatus
코너링, cornering
코너스톤, cornerstone
코네신, conessine
코넥스, KONEX
코넷, cornet
코노돈트, conodont
코노스코프, conoscope
코노이드, cornoid
코노이드, conoid
코노테이션, connotation
코노펩티드, conopeptide
코놀폰, conorfone
코니미터, konimeter
코니시, cornish
코니컬, conical
코닌, coniine
코다실, CODASYL
코다크롬, kodachrome
코닥크롬, Kodakchrome
코데이논, codeinone
코데인, codeine
코도반, cordovan
브릭스, breeks
플레시, flesh
코드레인, cordlane
코드렛, cordelette
코드리스, cordless
코드피스, codpiece
코든, cordon
코디피케이션, codification
코라, kora
코라시듐, coracidium
코라이페이즈, colipase
코랄, chorale
프렐류드, prelude
코, CO
코러게이션, corrugation
코러스, KORUS
코러싱, chrousing
코러싱, chorusing
코레오그래퍼, choreographer
코레우스, coleus
코레프레서, corepressor
코렉티드, corrected
코로, koro
코로나그래프, coronagraph
코로나이징, coronizing
코로네이션, coronation
코로넨, coronene
코로케이션, colocation
코루틴, coroutine
코르넷, cornett
코르딕, CORDIC
바티스트, batiste
코르시칸, corsican
컬즈, curls
코르키스, corkies
코르, coal
코르티림프, cortilymph
코르티손, cortisone
코르티솔, cortisol
코르티존, cortisone
코르티졸, cortisol
코르티칼, cortical
코르티코스테로이드, corticosteroid
코르티코스테론, corticosterone
코르티코트로핀, corticotrophin
코르틴, cortin
코르푸스, corpus
코리네박테륨, corynebacterium
코리노이드, corrinoid
코리더, corridor
코리보, KORIBOR
코리슘, corycium
코, co
리스폰던트, respondent
코리안다, coriander
코리오고나도트로핀, choriogonadotropin
코리파아제, colipase
코리프레서, corepressor
코린티언, corinthian
코릴로그램, correlogram
코링, coring
코마, coma
코머, comber
코머스, commerce
코먼, Common
리스트, List
코메디아, comedia
코메디언, comedian
코메사, COMESA
코메콘, COMECON
코멘터리, commentary
코모노머, comonomer
코모도어, commodore
코모디티, commodity
코뮤니즘, communism
코미디언, comedian
코미스코, COMISCO
코미트롤, comitrol
코믹스, comics
코민트, COMINT
코바, CORBA
코바마마이드, cobamamide
코바마미드, cobamamide
코바미드, cobamide
코바코, KOBACO
코발라민, cobalamin
코발트, cobalt
코버스트, coversed
코벌라이제이션, Kobalization
코벡터, covector
코벨, corbel
코봇, Cobot
코브, cove
코브라넷, cobranet
코블러, cobbler
코비, COBE
코샤, kosher
코세크, cosec
코셔, kosher
코수, kossu
코스, coarse
코스닥, KOSDAQ
코스메슈티컬, cosmeceutical
코스메틱, cosmetic
코스모, cosmo
코스모너트, cosmonaut
코스모스, cosmos
코스모트론, cosmotron
코스모폴리타니즘, cosmopolitanism
코스모폴리탄, cosmopolitan
코스모폴리터니즘, cosmopolitanism
코스모폴리티즘, cosmopolitism
코스몰러지, cosmology
코스믹, cosmic
코스웨어, courseware
코스카스, KOSCAS
에버리징, averaging
레이시오, ratio
코스파, COSPAR
코슬릿, corselet
코아굴라제, coagulase
코아굴린, coagulin
코아세르베이션, coacervation
코아세르베이트, coacervate
코알라, koala
코애규레이터, coagulator
코애귤런트, coagulant
코액시얼, coaxial
코액티브, coactive
오디언스, audience
코어, Core
그래픽, Graphics
리듬, rhythms
콤퍼턴스, competence
코어레서, coalescer
코어링, coring
코얼레스, coalesce
코에드, coed
코엔트로, coentro
코오퍼러티브, cooperative
코오피티션, coopetition
코요테, coyote
코우마테트랄릴, coumatetralyl
코우셔, kosher
마아가린, margarine
코운, cone
코울슬로, coleslaw
코워즈, cowards
코워킹, coworking
코이닝, coining
코이마, KOIMA
코이소제닉, coisogenic
코이어, coir
코이카, KOICA
코이프, coif
코익세노라이드, coixenolide
코익솔, coixol
코인슈어런스, coinsurance
코일드, coiled
코일링, coiling
코자이트, coesite
코제너레이션, cogeneration
코즈, cause
코즈모폴리터니즘, cosmopolitanism
코즈모폴리턴, cosmopolitan
코처, coacher
코처스, coachers
코치, coachs
코치닐, cochineal
코치맨, coachman
코치맨스, coachmans
코치메이스, cozymase
코친, cochin
스텝, staff
코카, coca
코카이트, cokeite
코캡틴, cocaptain
코커, cocker
코, Co
코코넛, coconut
코코모, COCOMO
코코아, cocoa
코코피트, cocopeat
코콜리스, cocolith
코콜리토포리드, coccolithophorid
코콤, COCOM
코쿠나아제, cocoonase
코쿤, cocoon
코크, caulk
코크로마토그래피, cochromatography
코크스크로우, corkscrew
코클, cockle
코키나, coquina
코타르닌, cortarnine
코태트, cotat
코터, cotter
코테지, cottage
코토리나스, cotorinas
브리치스, breeches
플레스터즈, plasters
코트라, KOTRA
코트십, courtship
코티드, coated
코티손, cortisone
코티솔, cortisol
코티졸, cortisol
튤립, tulip
코파이바, copaiba
코팔, copal
코퍼레이트, corporate
코퍼스, corpus
코퍼티션, coopertition
코페르니슘, copernicium
코페포디드, copepodid
코퓰러, copula
코프, cope
코프라, copra
코프로스타놀, coprostanol
코프로스탄올, coprostanol
코프로포르피리노겐, coproporphyrinogen
코프로포르피린, coproporphyrin
코프볼, korfball
코프트, copped
플라나, planar
코피노, Kopino
코피온, COPION
피처, feature
코피티션, coopetition
코픽스, COFIX
코핀, coffin
코핑, coping
스트레티지, strategy
코헤린, coherin
코호, coho
코호몰로지, cohomology
코호트, cohort
코히러, coherer
코히런스, coherence
코히런트, coherent
코히지, cohesio
오미터, meter
콕스, cox
콕스웨인, coxswain
콕슨리스, coxswainless
콕시듐, coccidium
콕시디오이딘, coccidioidin
콕시엘라, coxiella
부르네티, burnetii
콕싱, coaxing
콕쿨린, cocculine
콕킹, coking
콕트, cocked
페네트로미터, penetrometer
콘그레스, congress
콘글루틴, conglutin
팬텀, phantom
콘덴싱, condensing
콘도, condo
콘도르, condor
콘도미니엄, condominium
콘돔, condom
콘드, corned
콘드라이트, chondrite
콘드로다이트, chondrodite
콘드로사민, chondrosamine
콘드로신, chondrosin
콘드로이틴, chondroitin
콘드룰, chondrule
콘드리오솜, chondriosome
콘드리옴, chondriome
콘딜리온, condylion
콘딧, conduit
콘로잉, cornrowing
콘로즈, cornrows
콘발라톡신, convallatoxin
콘버틴, convertin
콘베이어, conveyer
콘벡스, convex
콘보이, convoy
콘볼루션, convolution
콘사이스, concise
콘서베이터, conservator
콘서트마스터, concertmaster
콘서티나, concertina
콘서티드, concerted
콘설테이션, consultation
콘센서스, consensus
콘셉추얼, conceptual
콘소넌스, consonance
콘소시에이션, consociation
콘소시움, consortium
콘솔란, consolan
콘솔레이션, consolation
콘술, consul
콘스타치, cornstarch
콘스탄탄, constantan
콘스탄트, constant
콘시어지, concierge
콘시퀀트, consequent
콘알부민, conalbumin
콘제닉, congenic
콘젤리터베이트, congeliturbate
콘카테머, concatemer
콘케이브, concave
콘코던트, concordant
텐던, tendon
콘코셀리스, conchocelis
콘코이드, conchoid
슬랏, slot
쿨링, cooling
플레이서, placer
콘탱고, contango
에브리, every
콘테이너, container
니즈, needs
애그리게이터, aggregator
콘텐트, contents
콘투어드, contoured
콘트라, contra
솔렘, solem
콘트라바순, contrabassoon
콘트라베이스, contrabass
콘트라섹슈얼, contrasexual
콘트라펀틀, contrapuntal
콘트란, CONTRAN
콘티, conti
콘티넨탈, continental
콘티넨털, continental
콘티눔, continuum
핑거보드, fingerboard
콘티뉴, continue
콘티뉴어스, continuous
콘티뉴이티, continuity
콘틴전트, contingent
콘퍼메이션, confirmation
콘프레이크, cornflakes
콘플레이크, cornflakes
콘피던츠, confidants
콘후레이크, cornflakes
콜, coal
글루잉, gluing
스탠바이, standby
블루, brew
콜라게나아제, collagenase
콜라게나제, collagenase
콜라겐, collagen
콜라드, collard
콜라보레이션, collaboration
콜라비, kohlrabi
콜라이트, coalite
콜래보레이션, collaboration
콜레라, cholera
콜레세벨람, colesevelam
콜레스타놀, cholestanol
콜레스타이라민, cholestyramine
콜레스테롤, cholesterol
콜레스테릭, cholesteric
콜레스테릴, cholesteryl
콜레스티란, Colestilan
콜레스티폴, colestipol
콜레시스토키닌, cholecystokinin
콜레우스, coleus
콜레칼시폐롤, cholecalciferol
콜레키스토키닌, cholecystokinin
콜렉스트란, colextran
콜렉터, collector
콜렉티브, collective
콜로, kolo
콜로네이드, colonnade
콜로니얼, colonial
콜로디온, collodion
콜로라마, colorama
콜로보마, coloboma
콜로서스, Colossus
콜로설, colossal
콜로지온, collodion
콜로퀴엄, colloquium
콜로키움, colloquium
콜로타이프, collotype
콜로파나이트, collophanite
콜로포늄, colophonium
콜롬보, colombo
콜리, collie
콜리니어, collinear
콜리메이터, collimator
콜리스티메테이트, colistimethate
콜리스틴, colistin
콜리신, colicin
콜리파지, coliphage
콜리플라워, cauliflower
콜린, choline
알포세레이트, alfoscerate
콜린스키, kolinsky
콜린에스터레이즈, cholinesterase
콜린에스테라아제, cholinesterase
콜릿, collet
콜링, calling
콜베, kolbe
콜세미드, colcemid
콜슬로, coleslaw
콜어블, callable
콜크, cork
콜키지, corkage
콜키플로이디, colchiploidy
콜티솔, cortisol
콜티코렐린, corticorelin
트라이플루오로아세테이트, trifluoroacetate
콤, COM
콤마, comma
콤배트, combat
콤보이스, comboys
콤보펜, combopen
콤트랙, COMTRAC
콤파스, compass
콤퍼짓, composite
콤포니엄, componium
콤포스트, compost
콤포지션, composition
콤푸레샤, compressor
콤푸레셔, compressor
콤프렉시오, complexio
콤플레인, complain
콤플렉손, complexon
콤플론, complon
콤피티션, competition
콥스, KOPS
콥티신, coptisine
콩고, congo
콩그레스, congress
콩글로머리트, conglomerate
콩글로머릿, conglomerate
콩글로머천트, conglomerchant
콩글리시, Konglish
콩코스, concourse
콰드루페드, quadruped
콰시, quasi
파라메트릭, parametric
콰시오르코르, kwashiorkor
콰시오커, kwashiorkor
콰이어, choir
콰이어트, quiet
콰이에선트, quiescent
콰트, quart
콴고, QUANGO
콴토, quanto
쿠거, cougar
쿠라레, curare
쿠루메, kurume
쿠루쿠민, curcumin
쿠르쿠마, curcuma
쿠르쿠민, curcumine
쿠리어, courier
쿠마론, coumarone
쿠마리, kumari
쿠마린, courmarin
쿠마클로르, coumachlor
쿠마테트라릴, coumatetralyl
쿠마테트랄릴, coumatetralyl
쿠마퍼릴, coumafuryl
쿠멘, cumene
히로퍼옥시드, hydroperoxide
쿠몰, cumol
쿠미토에이트, coumithoate
쿠민, cumin
쿠바, Cuba
쿠바, Cuban
쿠베바, cubeba
쿠베브, cubeb
쿠소, kousso
쿠스코히그린, cuscohygrine
쿠스쿠스, cuscus
쿠십, CUSIP
쿠아다조신, quadazocine
쿠아제팜, quazepam
쿠아지논, quazinone
쿠에르시트린, quercitrin
쿠에티아핀, quetiapine
쿠쿠르비타신, cucurbitacin
쿠쿠민, curcumine
쿠킹, cooking
쿠퍼, cooper
쿠페론, cupferron
스왑, swap
쿡탑, cooktop
쿤스킨, coonskin
쿨, cool
헌터, hunter
쿨라, kula
쿨로미터, coulometer
쿨롬, coulomb
쿨롱, coulomb
쿨리, coolie
포그, fog
쿼더러플, quadruple
쿼드라포닉, quadraphonic
쿼드러플, quadruple
쿼드루플, quadruple
쿼드비트, quadbit
쿼드콥터, quadcopter
쿼드팩, quadpack
쿼리, query
쿼버, quiver
쿼코니움, quarkonium
쿼크, quirk
파이널, final
쿼터백, quarterback
쿼텟, quartet
쿼트, quart
쿼트러플, quadruple
쿼티, QWERTY
쿼팅, quoting
퀀타이징, quantizing
퀀텀, quantum
퀀트, quant
퀀티제이션, quantization
퀄, qual
퀄리파잉, qualifying
퀄마크, qualmark
퀘르세틴, quercetin
퀘스트, quest
퀘이사, quasar
퀘티아핀, quetiapine
퀜치, quench
퀜칭, quenching
퀴나크린, quinacrine
하이드로클로라이드, hydrochloride
히드로클로라이드, hydrochloride
퀴날딘, quinaldine
퀴날포스, quinalphos
퀴네타존, quinethazone
퀴노론, quinolone
퀴노아, quinoa
퀴노이드, quinoid
퀴노클라민, quinoclamine
퀴논, quinone
퀴놀린, quinoline
퀴누프라민, quinupramine
퀴누프리스틴, quinupristin
퀴니딘, quinidine
퀴닌, quinine
퀴륨, curium
퀴바이너리, quibinary
퀴버, quiver
퀴어, queer
퀴커, quicker
퀴키, quickie
퀴트, quit
퀴프, quiff
퀵, KWIC
퀵니스, quickness
밴, VAN
퀵스텝, quickstep
퀵트란, QUICKTRAN
퀸사이드, queenside
퀸즈, Queens
멘, Men
퀸텟, quintet
퀸틀, quintal
퀸하이드론, quinhydrone
퀸히드론, quinhydrone
퀼, quill
퀼링, quilling
퀼티드, quilted
비, bee
엔디, Nd
스윗칭, switching
큐더블유아이피, QWIP
큐더블유엘, QWL
큐디아이아이, QDII
큐라레, curare
큐라이트, curite
큐리스프, Qlisp
큐메일, qmail
큐베, QBE
큐벳, cuvette
큐보, cubo
익스프레셔니즘, expressionism
퓨처리즘, futurism
큐보이드, cuboid
큐비, QBE
큐비이, QBE
큐비즘, cubism
큐비클, cubicle
큐비트, qubit
큐빅, cubic
지르코니아, zircornia
큐빗, cubit
큐삼, QSAM
큐섹, cusec
큐스톨, QSTOL
큐시, QC
큐시비, QCB
큐시엠, QCM
큐아르, QR
큐아이삼, QISAM
큐아이에스에이엠, QISAM
큐아이피, QIP
큐알, QR
큐어리파이잉, qualifying
큐얼, QUEL
큐에스, QS
큐에이, QA
큐에프디, QFD
큐에프아이아이, QFII
큐엔엠, QNM
큐엘이디, QLED
큐엠, QM
큐엠에스, QMS
큐오에스, QOS
큐오큐, QoQ
큐오피, QOP
큐이, QE
큐이디, QED
큐큐, QQ
큐탐, QTAM
큐티, QT
큐티에이엠, QTAM
큐티오, QTO
큐티쿨라, cuticula
큐티클, cuticle
큐티클, cuticule
푸셔, pusher
큐틴, cutin
큐폴라, cupola
큐플러스, Qplus
큐피, QP
큐피에스케이, QPSK
크더, CDR
크라리피에, clarified
크라바트, cravate
크라베스, claves
크라우드, crowd
크라우드소싱, crowdsourcing
크라우디드, crowded
크라우딩, crowding
크라우치, crouch
크라우칭, crouching
크라이드로노그래프, cridronograph
크라이시스, crisis
크라이오테라피, cryotherapy
크라이오트론, cryotron
크라이요코나이트, cryoconite
크라이티어리언, Criterion
크라익, cryic
크라임웨어, crimeware
크라코, crakow
크라프트, craft
크라프트, kraft
크래그, crag
크래들, cradle
크래킹, cracking
크래틸리즘, cratylism
크랙베리, crackberry
크랜베리, cranberry
크램다운, cramdown
크램드, crammed
크램판, crampon
크램폰, crampon
크랭크샤프트, crankshaft
크러시트, crushed
크러치, crutch
크러칭, crutching
크럭스, crux
크럼블, crumble
크럼블러, crumbler
크럿치, clutch
크레덴다, credenda
크레마티스, clematis
크레메진, kremezin
크레바스, crevasse
크레바트, cravate
크레비즈, crebiz
크레센트, crescent
크레솔, cresol
크레스틴, krestin
크레아티닌, creatinine
클리어란스, clearance
크레아틴, creatine
키나아제, kinase
크레오소트, creosote
크레오솔, creosol
크레이니얼, cranial
크레이들, cradle
크레이들링, cradling
크레이즈, craze
크레이지, crazy
크레이징, crazing
크레이터, crater
크레이트, crate
미티어, meteor
크레이핑, creping
크레졸, cresol
크로나, krona
크로낙시, chronaxie
크로네, krone
크로노그래프, chronograph
크로노메트리, chronometry
크로노미터, chronometer
크로노스코프, chronoscope
크로노토프, chronotope
크로노트론, chronotron
크로노포토그래피, chronophotography
크로니딘, clonidine
크로라놀롤, cloranolol
크로마, chroma
크로마논, chromanone
크로마토그램, chromatogram
크로마토플레이트, chromatoplate
크로마토필, chromatophyll
크로마트론, chromatron
크로마티드, chromatid
크로마틱, chromatic
크로만, chromane
크로모, chromo
크로모글리케이트, cromoglycate
크로모마이신, chromomycin
크로모트로프, chromotrope
크로모포어, chromophore
크로몰린, cromolyn
크로뮴, chromium
크로미넌스, chrominance
크로미펜, clomiphene
크로바, crowbar
크로세틴, crocetin
거들링, girdling
크로스드, crossed
크로스바, crossbar
크로스토크, crosstalk
크로스트, crossed
크로스, crows
크로스헤드, crosshead
크로치, crotch
크로커다일, crocodile
크로커스, crocus
크로켓, crocket
크로키놀, croquignole
크로타미톤, crotamiton
크로탈비탈, crotarbital
크로토네이스, crotonase
크로톡시포스, crotoxyphos
크로톤, croton
크로티아제팜, clotiazepam
크로틸바르비탈, Crotylbarbital
크로해머, clawhammer
크론, cron
크롤디아제폭사이드, chlordiazepoxide
크롤링, crawling
크롤웨이, crawlway
크롬, Chrome
크롭, CROP
크롭트, cropped
크루너, crooner
크루세이더, crusader
크루시블, crucible
크루시얼, crucial
크루시픽스, crucifix
크루얼, crewel
크루제이루, cruzeiro
크루징, cruising
크루프, croup
크루프, croupous
크룩사이트, crooksite
크리깅, kriging
크리닉, clinic
크리덴셜, credential
크리미딘, crimidine
크리베이션, crevation
크리사로빈, chrysarobin
크리산테민, chrysanthemin
크리센, chrysene
크리소타일, chrysotile
크리소파놀, chrysophanol
크리솔라미나린, chrysolaminarin
크리스닝, christening
크리스마스, Christmas
크리스찬, Christian
크리스, criss
크리스타, crista
크리스털로이드, crystalloid
크리스테, cristae
크리스토, christo
크리스토발라이트, cristobalite
크리스퍼, CRISPR
크리스프, crisp
크리스피, crispy
크리싱, creasing
크리아틴, creatine
크리에이트, create
커먼즈, Commons
크리올라이트, cryolite
크리즈, crease
크리처, creature
크리쳐, creature
크리커, clicker
크리케팅, cricketting
크리켓, cricket
베일, bail
코트, caught
크리퍼즈, creepers
크리프, creep
크리플러, crippler
크리플웨어, crippleware
크리피지, creepage
크리핑, creeping
크릭, cric
크린넷, cleanet
크릴, krill
크림슨, crimson
크림프, crimp
크림핑, crimping
크립, creep
크립, crib
크립탄드, cryptand
크립토산틴, cryptoxanthine
크립토재킹, cryptojacking
크립토조이트, cryptozoite
크립토코쿠스, cryptococcus
네오포르만스, neoformans
크립토콕쿠스, cryptococcus
크립토크롬, cryptochrome
크립토크산틴, cryptoxanthine
크립토플라즘, cryptoplasm
크립토핀, cryptopine
크립톤, krypton
크링글, cringle
크링클, crinkle
크산테인, xanthein
크산토마이신, xanthomycin
크산토마틴, xanthommatin
크산톡시다아제, xanthoxydase
크산톡시데이스, xanthoxydase
크세니아, xenia
크실란, xylan
크실룰로오스, xylulose
크실리딘, xylidine
크와시오르코르, kwashiorkor
클라그, clog
클라도게네시스, cladogenesis
클라도스포륨, cladosporium
카리오니, carrionii
클라드리빈, cladribine
클라레, claret
클라레인, clarain
클라리오넷, clarionet
클라리온, clarion
클라리트로마이신, clarithromycin
클라미도모나스, chlamydomonas
클라미디아, chlamydia
시타시, psittaci
트라코마티스, trachomatis
클라베, clave
필링, feeling
클라비코드, clavichord
클라스, class
클라스린, clathrin
클라쓰, class
클라우디, cloudy
클라우트, clout
클라운, clown
클라이나이트, kleinite
클라이막스, climax
클라이막테릭, climacteric
클라이맥스, climax
클라이모그래프, climograph
클라이스트론, klystron
클라킹, clocking
클라트레이트, clathrate
클라트린, clathrin
와이즈, wise
클란, clan
클래드, clad
클래딩, cladding
클래미스, chlamys
타이터스, titus
클래스리스, classless
인터도메인, interdomain
클래스메이트, classmate
클래스프, clasp
티투스, titus
클래퍼, clapper
클래퍼, Clapper
클래퍼보드, clapperboard
클랙슨, klaxon
클랜, clan
클램, clam
클램셸, clamshell
피디에이, PDA
클램퍼, clamper
클램핑, clamping
클랩, clap
클러스터드, clustered
클러스터링, clustering
클럭, clock
피겨드, figured
클럽스, clubs
클럿치, clutch
클레리컬, clerical
클레릭, cleric
클레마스틴, clemastine
클레마티스, clematis
클레멘타인, clementine
클레미졸, clemizole
클레버, clever
패서, passer
클레부딘, clevudin
클레브시엘라, klebsiella
클레비스, clevis
피전, pigeon
클레이슈터스, clayshooters
클레프트, cleft
클렌부테롤, clenbuterol
클렌치, clench
클렙시드라, clepsydra
클로나제팜, clonazepam
클로누스, clonus
클로니딘, clonidine
클로니타젠, clonitazene
클로데인, chlordane
클로라닐, chloranil
클로라민, chloramine
클로라이트, chlorite
클로랄, chloral
클로랄라아제, chloralase
클로랄레이스, chloralase
클로람부실, chlorambucil
클로람페니콜, chloramphenicol
클로렐라, chlorella
클로로구아나이드, chloroguanide
클로로나프탈렌, chloronaphthalene
클로로넵, chloroneb
클로로다인, chlorodyne
클로로디페닐, chlorodiphenyl
클로로메쿼트, chlormequat
클로로메탄, chloromethane
클로로메테인, chloromethane
클로로메틸, chloromethyl
클로로벤젠, chlorobenzen
클로로벤질레이트, chlorobenzilate
클로로부타디엔, chlorobutadiene
클로로부탄올, chlorobutanol
클로로뷰타다이엔, chlorobutadiene
클로로시스, chlorosis
클로로아민, chloroamine
클로로아세톤, chloroacetone
클로로에탄, chloroethane
클로로에테인, chloroethane
클로로퀸, chloroquine
클로로크루오로포르피린, chlorocruoroporphyrin
클로로크루오린, chlorocruorin
클로로킨, chloroquin
클로로탈로닐, chlorothalonil
클로로텐, chlorothen
클로로트리아니센, chlorotrianisene
클로로트리플루오로에틸렌, chlorotrifluoroethylene
클로로티몰, chlorothymol
클로로티아지드, chlorothiazide
클로로티오나이트, chlorothionite
클로로파시논, chlorophacinone
클로로페놀, chlorophenol
클로로포름, chloroform
클로로포믹, chloroformic
클로로폼, chloroform
클로로프렌, chloroprene
클로로프로카인, chloroprocaine
클로로프로팜, chloropropham
클로로플루오르, chlorofluoro
클로로피크린, chloropicrin
클로로필, chlorophyll
클로로필린, chlorophyllin
클로로하이드린, chlorohydrin
클로로헥시딘, chlorhexidine
클로로히드린, chlorohydrin
클로록시파이트, chloroxiphite
클로르날트렉사민, chlornaltrexamine
클로르니트로펜, chlornitrofen
클로르단, chlordan
클로르데인, chlordane
클로르디메폼, chlordimeform
클로르디아제폭시드, chlordiazepoxide
클로르메로드린, chlormerodrin
클로르메자논, chlormezanone
클로르메포스, chlormephos
클로르족사존, chlorzoxazone
클로르질린, chlorgyline
클로르탈리돈, chlorthalidone
클로르테트라사이클린, chlortetracycline
클로르테트라시클린, chlortetracycline
클로르티오포스, chlorthiophos
클로르페네신, chlorphenesin
클로르페녹사민, chlorphenoxamine
클로르펜빈포스, chlorfenvinphos
클로르프로마진, chlorpromazine
클로르프로칙센, chlorprothixene
클로르프로틱센, chlorprothixene
클로르프로파미드, chlorpropamide
클로르피리포스, chlorpyrifos
클로르헥시딘, chlorhexidine
클로리네이션, chlorination
클로리크로멘, cloricromen
클로리토이드, chloritoid
클로린디온, clorindione
클로미노렉스, clominorex
클로미펜, clomiphene
클로미프라민, clomipramine
클로바잠, clobazam
클로바제팜, clobazepam
클로베타솔, clobetasol
프로피오네이트, propionate
클로벤제팜, clobenzepam
클로벤프로핕, clobenpropit
클로부티놀, clobutinol
클로브, clove
클로소이드, clothoid
이제트, EZ
클로스, closed
홀드, hauled
클로스, cloths
클로스트리듐, clostridium
디피실레, difficile
클로스트리듐, Clostridium
클로시, cloche
클로시니진, clocinizine
클로에토캅, cloethocarb
클로이스터, cloister
클로자핀, clozapine
클로저, closer
클로즈드, closed
페더, feather
클로즐리, closely
가디드, guarded
클로카프라민, clocapramine
클로킹, clocking
클로트리마졸, clotrimazole
클로티아제팜, clotiazepam
클로파지민, clofazimine
